,Equal Weight,Regime-Based (B),Bayesian Momentum (B),BayesianRiskParity (B),Rule-Based Regime (NB),Classical Momentum (NB),Inverse Vol (NB),SPY Only,GLD Only,BTC-USD Only,TLT Only,GSG Only
2024-01-22,97387.69734352268,98447.15556397529,94405.71589960041,99132.80333430607,99974.27380307749,93276.99434413214,99219.75116181617,102254.66743303175,98138.23879396469,87076.77715500053,96229.1395601071,103204.62093396821
2024-01-23,97616.60659781429,98739.6785307415,94628.78844110185,99370.36337919786,100271.57510247127,93502.64575835272,99405.1906117572,102552.44809577118,98520.14878564184,87818.98340198948,95463.59322216174,103656.72346261781
2024-01-24,97644.6183773719,98913.84522861044,94584.35884649148,99363.39944489642,100149.82362802308,93453.55370171808,99299.53250240703,102664.49965022806,97704.29513166816,88327.78074915147,94902.78335212155,104558.96521213248
2024-01-25,98155.96897978162,99563.97829310056,94938.98633389847,100004.82767942031,100655.3060865973,93759.94029828232,99902.36496552588,103221.37412636694,98091.41196514283,88011.46507325693,95520.91003084839,106008.76115154971
2024-01-26,99160.58460711436,100115.60243790652,95837.7972025523,100287.73202715094,100861.94678214774,94932.67411017808,100269.14694081486,103090.15054884194,98023.24484907344,92066.73190010284,95337.7661901586,106960.86972556564
2024-01-29,100153.59931412883,100734.17131092532,97183.99923457122,100909.06721578905,101697.97863048389,96463.78273184392,100964.955556338,103903.3475053496,98712.71005849852,95250.5166510301,96429.41908334153,105796.86718967807
2024-01-30,100361.39944346463,100927.60789522932,97165.22665742398,101133.12291931974,101748.42297522695,96428.11800374494,101234.12501132618,103822.94953560187,98848.89156420404,94509.11091925885,97299.71280113519,106698.97913721802
2024-01-31,99791.07663271113,99840.81281414362,96427.22789951006,100215.13533277078,100734.0408509269,95875.70542689445,100585.44623038024,102114.86282259542,98775.48404580369,93691.4603552048,98250.58662377922,105382.31515172304
2024-02-01,100586.61868221339,100506.82893636428,97685.77236258054,101008.14834581586,101843.66478034764,97166.07017388636,101473.47672936461,103442.68125377918,99797.50980103189,94770.3072427021,100159.16982593453,103861.61463180583
2024-02-02,99943.32461211031,100420.61265453344,97529.47434879,100814.79711766237,101981.04991200665,96854.62810729594,100932.31269286141,104525.97713442532,98849.60641497884,95012.19656113179,97922.01317702157,102494.002321658
2024-02-05,99204.48394112615,99647.5875540941,96490.46088015898,100194.43682890832,101460.32117429124,95780.24084785297,100287.2559148329,104144.68477728733,98303.0426064172,93845.19745737639,95924.36661487476,102995.92515628804
2024-02-06,99871.50191966689,100320.14108244145,97189.27692475654,100757.2836741039,101914.3835103386,96480.71402777225,100860.73498663977,104446.61358964787,98815.30878266998,94777.71885735965,96857.3414906947,103597.95305725577
2024-02-07,100624.76765469943,101406.55863313773,98422.31104973193,101345.95399302528,102545.13813989714,97625.9191065387,101331.3741574259,105314.12785315866,98789.09970170725,97453.1655516015,96387.453738968,104249.98363513337
2024-02-08,101238.66064269644,102337.50035385882,99248.9064248662,101754.77575124083,102720.99881182637,98369.69201669705,101625.25385626226,105360.63225209969,98699.9668454128,99591.84068819847,95825.3641751444,105798.1624154213
2024-02-09,102082.78733538462,103591.6695462655,100951.57804643878,102227.66197483886,103166.23817285098,99912.50592433951,101966.42116958312,105967.80163472191,98316.64738090512,103568.84120511556,95631.57294386959,105999.19912795011
2024-02-12,103265.44382504086,105227.70897236516,103412.93463087297,102667.06263825747,103415.63680519302,102162.88111241467,102314.42720187307,105921.28414375728,98059.51133498127,109566.77208237522,95743.60774897994,106200.24541769412
2024-02-13,102216.51652884169,104226.09933515674,102274.23955477272,101496.96444550209,102087.6316168357,101154.54099979886,101112.81500901232,104452.28104911928,96697.99059658106,109092.50258425709,94088.80409410487,106049.2105382854
2024-02-14,103107.90007514747,104523.61949112074,104516.58434281015,101790.19721443496,102783.16938317301,103846.73266491333,101562.6658421237,105397.21490009283,96640.33054297733,113570.40612054699,94566.43177411426,104885.77078920214
2024-02-15,103696.35747356451,105205.18817080824,105001.47689029515,102453.68948071316,103452.5495955398,104257.11963382656,102206.89878320541,106121.93330257438,97287.94721287249,113815.26496429648,95054.21060669799,105687.57627430094
2024-02-16,103735.05410786887,105212.58242001281,105061.6545794565,102385.77153290177,103289.07970926823,104426.07926092375,102146.87822395316,105592.12588699891,97643.62014421247,114299.93960010911,94502.48048876424,106189.41946477178
2024-02-20,103704.97287152454,104853.26568471629,105006.47042671205,102186.48570559206,103134.41982668576,104482.85681617449,102062.42652590838,105009.18723479293,98233.96339000952,114572.8101806297,94583.94095650392,105634.63782840135
2024-02-21,103488.0248131405,104937.19692798708,104522.81689736094,102188.84301174969,103122.40557593458,103870.18458891219,101982.77838581802,105104.2763412608,98239.20035508135,113591.96331554632,93909.14414474356,106086.39111793881
2024-02-22,103875.8073490823,105851.69328046124,104601.1735181978,103039.39114430503,104295.71333708335,103588.03880367326,102725.81540030292,107257.26201839736,98281.11223738543,112415.31555201949,94366.44973384094,106437.91877701663
2024-02-23,103753.48475520703,105361.80702316565,104048.38520397896,102932.03146795173,104428.16410781426,102877.0613474358,102800.15021359998,107331.20626057296,98834.98547243004,111152.68852332505,95621.33382497293,104918.07886146309
2024-02-26,105252.45365921553,106106.77727245478,107454.03502854257,103301.1317151406,104603.93330438215,107525.38837404999,103244.66123348816,106937.37838042877,98614.66526124293,119161.88387853373,95335.67920473342,105869.37580928882
2024-02-27,106256.46717895399,106812.5015140686,109873.82667240784,103691.89004553002,104953.4660660591,110712.46718881442,103608.10241947426,107135.85747640603,98509.81340519723,124635.72996783257,94660.98059609614,106720.94427953822
2024-02-28,108208.13394716999,107326.08150478874,115095.99564754208,104050.34033707574,105461.68534725011,117367.53088507497,104235.69184896107,106994.16376322972,98687.80663069604,135939.60401267273,95260.09038211114,106115.72529383276
2024-02-29,108112.53978966652,107452.71566179942,113972.74168091216,104331.48474487606,105745.42382018102,115749.77347963997,104505.59793381607,107378.11693452956,99194.77077719058,133068.23138101463,95929.98208269793,106216.26357802021
2024-03-01,109522.70439979002,108656.5890033965,115793.55220611102,105547.19564271584,107062.8642780541,117762.06141005973,105779.98354495135,108381.51328833845,101053.10594254405,135742.299472258,96525.89871993488,107366.71943540228
2024-03-04,111654.59349315491,109254.74128465069,121377.70776225827,106009.49802156576,107966.06307546681,125116.87631275374,106615.67852563757,108265.20926823687,102674.56115721763,147977.93906650113,96136.82650933013,106963.65330297877
2024-03-05,110179.98005115893,108162.1136510619,116902.66002362162,105474.86867763422,107171.7622677191,118674.45336250897,106179.56166486375,107177.75928294538,103290.82342328162,137829.1707624939,97496.33176983557,106155.99643238241
2024-03-06,111549.24406938131,109017.72864933035,119332.44442558014,106266.10516058307,108016.38519091887,121719.80858240834,107062.15430349737,107719.47531579265,104135.93232760347,142722.06500349642,98066.77656268042,106957.55487981839
2024-03-07,112223.0209553587,109531.04230707153,120416.48554080355,106806.89517672568,108815.2744854898,122944.83951382365,107644.8934706095,108783.47311798326,104726.14888942926,144478.70816814367,97974.77918779907,107308.9748670879
2024-03-08,112535.0077170469,109323.38002027824,121294.83753019996,106632.45178576217,108983.09415864982,124451.96571277361,107636.63157815946,108128.57337911648,105607.63151503316,147416.14989550685,97800.97517006185,106552.03286018304
2024-03-11,113898.30170685786,109776.24913023334,124433.77718016284,106956.45163735616,109311.60524803006,128920.34167690134,108102.15112431545,108035.55354738614,105801.24605542952,155446.55928824042,97749.87248175764,107153.73470071463
2024-03-12,113464.21206215982,109588.53110875502,123911.84802756843,106750.62229412429,109208.1606052262,128100.98629692428,107824.79518379811,109191.51858042367,104637.33542493643,154055.33806817542,96929.12542412561,107002.78462989039
2024-03-13,114329.02118158952,110080.06846234879,125696.73789259148,107222.02409297245,109620.47654476827,130333.06482021978,108362.76194226167,109020.21629109002,105368.01438354637,157470.2671974147,96458.02965442279,108649.39719753948
2024-03-14,113416.3662593863,109520.35118278707,124270.09399349864,106734.24108409489,109165.90361959304,128286.75726086831,107823.02497621225,108804.50540410256,104927.1672777015,153792.94885184593,94965.2625830793,109201.03894546446
2024-03-15,112631.8335738345,109231.33727575511,122532.5662210989,106478.47901450646,108570.74013422724,125888.12734018397,107452.6453228475,108054.81787015192,104591.45074442789,149439.23605994845,94934.60581474184,109652.59531797447
2024-03-18,112420.63935929429,109779.24631432188,121424.8253671557,106951.85761949893,108846.24188656422,124141.68797816259,107732.33203767028,108695.09852462227,104758.90179280407,145390.33058527726,94648.18629053347,111101.00413157839
2024-03-19,110623.53337438861,109398.74960135824,116682.748817504,106876.10103447862,108655.02424020284,117655.26647642674,107409.50029946324,109297.46616690261,104638.38005916118,132723.81857975555,94913.35536072531,111101.00413157839
2024-03-20,112958.00362187442,110312.18493541144,121765.76508697555,107585.59730988131,110048.39691064112,124236.71940533878,108378.31998230286,110303.73727738287,105877.45250792557,145002.21224584157,94882.71575389504,110243.07668494298
2024-03-21,112185.59206988012,110098.98787557606,120282.587036769,107539.5339133696,109982.13570616077,122100.47631275898,108242.50417261236,110667.66938328643,105767.4272071775,139735.92413720462,95086.8004019042,109991.43174278003
2024-03-22,111499.07209889099,109627.34758371078,118751.2092725409,107223.33359877922,109407.55758337873,120106.86866064377,107936.82264335176,110457.63105875949,104915.6493260866,136033.13920606472,95991.56745632218,109588.53264436907
2024-03-25,113642.50672433594,110479.84410218567,123060.15953784542,107617.0272396745,109882.88897239283,126113.84166470532,108496.26805375847,110152.06687413214,105250.25841817293,148614.35854640094,95510.3188926624,110489.67841968051
2024-03-26,113569.92940765293,110196.61251796981,122915.44886336982,107462.56771594862,109926.96962162876,126028.29572769934,108428.8375371581,109948.4229464035,105590.08448268508,148676.00060295424,95775.49124880732,109631.79540760019
