,SPY,GLD,BTC-USD,TLT,GSG
2015-02-09,-0.004485881383129386,0.004457337052542182,-0.009747467744994518,-0.0016043988464980472,0.009106155845423262
2015-02-10,0.010596993787445006,-0.005891255467082124,-0.0012319433610069224,-0.00798565635226483,-0.01829608907438608
2015-02-11,0.0005800253988116923,-0.01188773038576783,-0.002979369869067089,0.0018480745476155446,-0.014191527738895563
2015-02-12,0.009570891249693684,0.0023036284035265445,0.01169767654801286,-0.0033142728479000835,0.022418047716888233
2015-02-13,0.0041081084579985576,0.005439474740014081,0.05978710744575146,-0.010321543514616827,0.02051110790523016
2015-02-17,0.0015717511698163135,-0.016838734326833547,0.03416769347110008,-0.015170460289729003,0.001886746245486883
2015-02-18,9.49716034744046e-05,0.0028404943034609498,-0.03035636359272711,0.005922013169614502,-0.01711062199537538
2015-02-19,-0.0007140821398134299,-0.003444070035884628,0.01660519034172677,-0.006634971694155686,-0.00047951229132850475
2015-02-20,0.00598283177160855,-0.005708895866845205,0.014444690551578291,0.0029286898502405285,-0.006254582288700682
2015-02-23,-0.0001420601163741507,0.0013003471683988895,-0.020250545899613785,0.011393346057561822,-0.01360559278845304
2015-02-24,0.00283659421211437,-0.0014738237281034486,-0.0006574070841032816,0.013040542504613357,-0.001958909312892707
2015-02-25,-0.000849934023541592,0.003810143280624359,-0.005312847871439998,0.004309539341659396,0.023735664200396238
2015-02-26,-0.0011822383122991997,0.003192846928133665,-0.004406063968623295,-0.013762499077798541,-0.011071090045245344
2015-02-27,-0.003411626154874307,0.000775127851616969,0.07102164294766813,0.008372686550086873,0.010113304995712911
2015-03-02,0.00629361749573571,-0.004140821554351363,0.08254766306414521,-0.018802457010702014,-0.012051242012753927
2015-03-03,-0.00411245358307178,-0.0018169945131893267,0.021645212985012714,-0.003632233881763977,0.007729499425872829
2015-03-04,-0.004225139732821372,-0.0031225683060647487,-0.03104098668249274,0.00031665247072830004,0.001923029814347587
2015-03-05,0.0010937136236995552,-0.0009560698660537595,0.011236844892019125,-0.001266319657953574,-0.006263530959198208
2015-03-06,-0.014164011438408869,-0.027684033513420175,-0.012589019563885341,-0.022339365340611726,-0.012156726106239153
2015-03-09,0.004136075087645246,0.0009828943243309087,0.06006821442300549,0.00918822829172632,-0.003921569803270666
2015-03-10,-0.01635494592709395,-0.004924161015297649,0.007406767027843437,0.013072045275495815,-0.017340061626281517
2015-03-11,-0.002344867921082879,-0.006031419233618076,0.015707453323950217,0.007259081196428301,0.002993987568662412
2015-03-12,0.012633857912166554,-0.0002709060307489861,-0.006855895378802532,-0.0007081641467501509,-0.010518458252943931
